a,b,c,d,0
2-pokojowe mieszkanie przy metrze Wawrzyszew,480000,https://www.gumtree.pl/a-mieszkania-i-domy-sprzedam-i-kupie/bielany/2+pokojowe-mieszkanie-przy-metrze-wawrzyszew/1008342755740910867282809,2020-11-06 09:19,0
Mieszkanie Warszawa Bielany 57m2 (nr: SOL-MS-136805),523000,https://www.gumtree.pl/a-mieszkania-i-domy-sprzedam-i-kupie/bielany/mieszkanie-warszawa-bielany-57m2-nr-sol+ms+136805/1008342436260911559470109,2020-11-06 17:19,0
"3 pokoje, Bielany ul Kwitnąca",510000,https://www.gumtree.pl/a-mieszkania-i-domy-sprzedam-i-kupie/bielany/3-pokoje-bielany-ul-kwitnaca/1008342347620911378860309,2020-11-06 17:19,0
Dwustronne! 3 pokoje na Bielanach! METRO!,445000,https://www.gumtree.pl/a-mieszkania-i-domy-sprzedam-i-kupie/bielany/dwustronne-3-pokoje-na-bielanach-metro/1008342347610912407250109,2020-11-06 17:19,0
"3-pokoje z loggią przy metrze \""Słodowiec\""",510000,https://www.gumtree.pl/a-mieszkania-i-domy-sprzedam-i-kupie/bielany/3+pokoje-z-loggia-przy-metrze-slodowiec/1008341862160911334147309,2020-11-06 15:19,0
Okazja!!! 3pokojowe mieszkanie na Bielanach! ,495000,https://www.gumtree.pl/a-mieszkania-i-domy-sprzedam-i-kupie/bielany/okazja-3pokojowe-mieszkanie-na-bielanach/1008345574370912669672509,2020-11-07 06:02,0
Okazja !!! Stacja Metro Słodowiec.,469000,https://www.gumtree.pl/a-mieszkania-i-domy-sprzedam-i-kupie/bielany/okazja-stacja-metro-slodowiec/1008343269400912450050009,2020-11-06 22:02,0
Mieszkanie Warszawa Bielany 55m2 (nr: 494822),527900,https://www.gumtree.pl/a-mieszkania-i-domy-sprzedam-i-kupie/bielany/mieszkanie-warszawa-bielany-55m2-nr-494822/1008348010680912099690009,2020-11-07 23:13,0
Kępa Potocka / Do wprowadzenia / Parking,549900,https://www.gumtree.pl/a-mieszkania-i-domy-sprzedam-i-kupie/bielany/kepa-potocka-do-wprowadzenia-parking/1008346188510911379840409,2020-11-07 18:13,0
STARE BIELANY - STAREJ BAŚNI 50 m,450000,https://www.gumtree.pl/a-mieszkania-i-domy-sprzedam-i-kupie/bielany/stare-bielany-+-starej-basni-50-m/1008351882070910468493709,2020-11-07 11:00,0
STARE BIELANY - BRONIEWSKIEGO 50 m,431000,https://www.gumtree.pl/a-mieszkania-i-domy-sprzedam-i-kupie/bielany/stare-bielany-+-broniewskiego-50-m/1008351674780910468493709,2020-11-07 06:00,0
Mieszkanie Warszawa Bielany 55m2 (nr: 494921),527900,https://www.gumtree.pl/a-mieszkania-i-domy-sprzedam-i-kupie/bielany/mieszkanie-warszawa-bielany-55m2-nr-494921/1008350639890912099690009,2020-11-08 16:00,0
Bezpośrednio sprzedam mieszkanie 2-pok. blisko metra. Super lokalizacja!,389000,https://www.gumtree.pl/a-mieszkania-i-domy-sprzedam-i-kupie/bielany/bezposrednio-sprzedam-mieszkanie-2+pok-blisko-metra-super-lokalizacja/1008107623940912601286109,2020-11-09 08:31,0
Mieszkanie Warszawa Bielany 56.8m2 (nr: M-84880-11/E86),500000,https://www.gumtree.pl/a-mieszkania-i-domy-sprzedam-i-kupie/bielany/mieszkanie-warszawa-bielany-56-8m2-nr-m+84880+11-e86/1008353095390911447620009,2020-11-09 06:31,0
BEZPOŚREDNIO sprzedam mieszkanie 2 pok. BLISKO METRA,389000,https://www.gumtree.pl/a-mieszkania-i-domy-sprzedam-i-kupie/bielany/bezposrednio-sprzedam-mieszkanie-2-pok-blisko-metra/1008352574630912407960109,2020-11-09 05:31,0
Doskonała lokalizacja,470000,https://www.gumtree.pl/a-mieszkania-i-domy-sprzedam-i-kupie/bielany/doskonala-lokalizacja/1008351772980912715792509,2020-11-08 20:31,0
"ZGRABNE Gniazdko , mieszkanie do remontu , w ok. Stacjii Metra, parter na wydzielonym terenie",370000,https://www.gumtree.pl/a-mieszkania-i-domy-sprzedam-i-kupie/bielany/zgrabne-gniazdko-mieszkanie-do-remontu-w-ok-stacjii-metra-parter-na-wydzielonym-terenie/1008355574650910468084109,2020-11-09 10:47,0
Trzypokojowe mieszkanie na Bielanach przy metrze ,478000,https://www.gumtree.pl/a-mieszkania-i-domy-sprzedam-i-kupie/bielany/trzypokojowe-mieszkanie-na-bielanach-przy-metrze/1008096912260912672828909,2020-11-09 09:47,0
3-pak na 1 KW gotowy do najmu! Inwestuj i zarabiaj!,223000,https://www.gumtree.pl/a-mieszkania-i-domy-sprzedam-i-kupie/bielany/3+pak-na-1-kw-gotowy-do-najmu-inwestuj-i-zarabiaj/1008356695760912487464909,2020-11-09 13:56,0
3 pokojowe 57m2 gotowe do zamieszkania,510000,https://www.gumtree.pl/a-mieszkania-i-domy-sprzedam-i-kupie/bielany/3-pokojowe-57m2-gotowe-do-zamieszkania/1008357004930912407250109,2020-11-09 12:56,0
Super mieszkanie przy Parku Olszyna!,475000,https://www.gumtree.pl/a-mieszkania-i-domy-sprzedam-i-kupie/bielany/super-mieszkanie-przy-parku-olszyna/1008356864760911486520009,2020-11-09 12:56,0
2 pok na Bielanach przy Metrze Wawrzyszew,470000,https://www.gumtree.pl/a-mieszkania-i-domy-sprzedam-i-kupie/bielany/2-pok-na-bielanach-przy-metrze-wawrzyszew/1008359323500911355524009,2020-11-09 19:00,0
3 Pokoje z balkonem - Park Olszyna ,510000,https://www.gumtree.pl/a-mieszkania-i-domy-sprzedam-i-kupie/bielany/3-pokoje-z-balkonem-+-park-olszyna/1008359018760911451428509,2020-11-09 18:00,0
Mieszkanie Warszawa Bielany 57m2 (nr: SOL-MS-136805-1),523000,https://www.gumtree.pl/a-mieszkania-i-domy-sprzedam-i-kupie/bielany/mieszkanie-warszawa-bielany-57m2-nr-sol+ms+136805+1/1008359079690911559470109,2020-11-09 18:00,0
3 Pokoje / Bielany / KW / Do wprowadzenia,479000,https://www.gumtree.pl/a-mieszkania-i-domy-sprzedam-i-kupie/bielany/3-pokoje-bielany-kw-do-wprowadzenia/1008360005680911379840409,2020-11-09 13:31,0
3 Pokoje / Bielany / KW / METRO,395000,https://www.gumtree.pl/a-mieszkania-i-domy-sprzedam-i-kupie/bielany/3-pokoje-bielany-kw-metro/1008359929760911379840409,2020-11-08 05:31,0
2-pokojowe stylowe na Bielanach,549000,https://www.gumtree.pl/a-mieszkania-i-domy-sprzedam-i-kupie/bielany/2+pokojowe-stylowe-na-bielanach/1008360916860912407250109,2020-11-10 07:14,0
2-pokojowe mieszkanie przy metrze Wawrzyszew,465000,https://www.gumtree.pl/a-mieszkania-i-domy-sprzedam-i-kupie/bielany/2+pokojowe-mieszkanie-przy-metrze-wawrzyszew/1008364603430910867282809,2020-11-10 14:35,0
Mieszkanie Warszawa Bielany 56m2 (nr: 87272/3645/OMS),535000,https://www.gumtree.pl/a-mieszkania-i-domy-sprzedam-i-kupie/bielany/mieszkanie-warszawa-bielany-56m2-nr-87272-3645-oms/1008363631220910535030709,2020-11-10 11:35,0
"Bielany ,niski budynek,1 piętro,3 pokoje 465 tys",465000,https://www.gumtree.pl/a-mieszkania-i-domy-sprzedam-i-kupie/bielany/bielany-niski-budynek-1-pietro-3-pokoje-465-tys/1008362898370910468341409,2020-11-10 10:35,0
2 pokojowe mieszkanie w kamienicy,449000,https://www.gumtree.pl/a-mieszkania-i-domy-sprzedam-i-kupie/bielany/2-pokojowe-mieszkanie-w-kamienicy/1008360392570912407250109,2020-11-09 23:35,0
Świetny rozkład do urządzenia! Bielany / Żoliborz!,415000,https://www.gumtree.pl/a-mieszkania-i-domy-sprzedam-i-kupie/bielany/swietny-rozklad-do-urzadzenia-bielany-zoliborz/1008368994560911379840409,2020-11-11 11:00,0
Zielone Bielany,550000,https://www.gumtree.pl/a-mieszkania-i-domy-sprzedam-i-kupie/bielany/zielone-bielany/1008366720760912470930109,2020-11-10 20:00,0
2 pokojowe mieszkanie Broniewskiego ,410000,https://www.gumtree.pl/a-mieszkania-i-domy-sprzedam-i-kupie/bielany/2-pokojowe-mieszkanie-broniewskiego/1008366452140912717627509,2020-11-10 19:00,0
Przestronne|Taras|Loggia|Ciche|Metro Młociny|KW,480000,https://www.gumtree.pl/a-mieszkania-i-domy-sprzedam-i-kupie/bielany/przestronne-taras-loggia-ciche-metro-mlociny-kw/1008372150480911379840409,2020-11-10 06:47,0
3 pokoje Bielany ul. Przy Agorze,420000,https://www.gumtree.pl/a-mieszkania-i-domy-sprzedam-i-kupie/bielany/3-pokoje-bielany-ul-przy-agorze/1008370594050911378860309,2020-11-11 12:47,0
Mieszkanie na sprzedaż - Bielany (41m),410000,https://www.gumtree.pl/a-mieszkania-i-domy-sprzedam-i-kupie/bielany/mieszkanie-na-sprzedaz-+-bielany-41m/1008372138810912680941709,2020-11-11 16:45,0
"3 - pokojowe mieszkanie w Zegrzu nad Zalewem, dające możliwość dowolnej aranżacji.",430000,https://www.gumtree.pl/a-mieszkania-i-domy-sprzedam-i-kupie/bielany/3-+-pokojowe-mieszkanie-w-zegrzu-nad-zalewem-dajace-mozliwosc-dowolnej-aranzacji/1008128529670912621203209,2020-11-12 10:31,0
Mieszkanie - Bielany - blisko stacja metra,475000,https://www.gumtree.pl/a-mieszkania-i-domy-sprzedam-i-kupie/bielany/mieszkanie-+-bielany-+-blisko-stacja-metra/1008376131640911378581009,2020-11-12 10:31,0
Mieszkanie tuż przy Metrze Młociny,478000,https://www.gumtree.pl/a-mieszkania-i-domy-sprzedam-i-kupie/bielany/mieszkanie-tuz-przy-metrze-mlociny/1008125458000912510696809,2020-11-12 09:31,0
Mieszkanie Warszawa Bielany 55m2 (nr: 495174),527900,https://www.gumtree.pl/a-mieszkania-i-domy-sprzedam-i-kupie/bielany/mieszkanie-warszawa-bielany-55m2-nr-495174/1008378827780912099690009,2020-11-12 17:14,0
3 pokojowe przy METRO WAWRZYSZEW!,479900,https://www.gumtree.pl/a-mieszkania-i-domy-sprzedam-i-kupie/bielany/3-pokojowe-przy-metro-wawrzyszew/1008378370240912407250109,2020-11-12 15:14,0
Mieszkanie 3 pokojowe na inwestycje Blisko Metra,465000,https://www.gumtree.pl/a-mieszkania-i-domy-sprzedam-i-kupie/bielany/mieszkanie-3-pokojowe-na-inwestycje-blisko-metra/1008382959680910474436109,2020-11-13 12:36,0
Trzypokojowe mieszkanie na Warszawskich Bielanach,485000,https://www.gumtree.pl/a-mieszkania-i-domy-sprzedam-i-kupie/bielany/trzypokojowe-mieszkanie-na-warszawskich-bielanach/1008382300670912602871609,2020-11-13 11:36,0
Wólczyńska 69C Stan idealny. Blisko metro,499000,https://www.gumtree.pl/a-mieszkania-i-domy-sprzedam-i-kupie/bielany/wolczynska-69c-stan-idealny-blisko-metro/1007578272520911125217109,2020-11-13 11:36,0
REZERWACJA! | Zielona okolica | Metro!,465000,https://www.gumtree.pl/a-mieszkania-i-domy-sprzedam-i-kupie/bielany/rezerwacja-zielona-okolica-metro/1008384482750911379840409,2020-11-13 16:50,0
* OD ZARAZ! PIWNICA! JASNE! KW!*,444000,https://www.gumtree.pl/a-mieszkania-i-domy-sprzedam-i-kupie/bielany/od-zaraz-piwnica-jasne-kw/1008384483030911379840409,2020-11-13 16:50,0
2 / 3 POKOJE* GARAŻ* KOMÓRKA* METRO* DO WEJŚCIA* OD ZARAZ,550000,https://www.gumtree.pl/a-mieszkania-i-domy-sprzedam-i-kupie/bielany/2-3-pokoje-garaz-komorka-metro-do-wejscia-od-zaraz/1008384428780911379840409,2020-11-13 16:50,0
Kępa Potocka / Do wprowadzenia / Parking,529900,https://www.gumtree.pl/a-mieszkania-i-domy-sprzedam-i-kupie/bielany/kepa-potocka-do-wprowadzenia-parking/1008384409170911379840409,2020-11-13 16:50,0
Okazja ! |Spokojna Okolica | Świetna komunikacja,469000,https://www.gumtree.pl/a-mieszkania-i-domy-sprzedam-i-kupie/bielany/okazja-spokojna-okolica-swietna-komunikacja/1008384409040911379840409,2020-11-13 16:50,0
M2 Metro Stare Bielany Słodowiec Park Herberta KW,529000,https://www.gumtree.pl/a-mieszkania-i-domy-sprzedam-i-kupie/bielany/m2-metro-stare-bielany-slodowiec-park-herberta-kw/1008384359910911379840409,2020-11-13 16:50,0
* Rozkładowe 38m z Możliwościami i Wolne od Zaraz*,369000,https://www.gumtree.pl/a-mieszkania-i-domy-sprzedam-i-kupie/bielany/rozkladowe-38m-z-mozliwosciami-i-wolne-od-zaraz/1008384333240911379840409,2020-11-13 15:50,0
WIDNE* DO PROWADZENIA* 7 MIN--->METRO,510000,https://www.gumtree.pl/a-mieszkania-i-domy-sprzedam-i-kupie/bielany/widne-do-prowadzenia-7-min+++-metro/1008384284270911379840409,2020-11-13 15:50,0
METRO* dobrze skomunikowane / ciche [2 pok]-od zaraz!,410000,https://www.gumtree.pl/a-mieszkania-i-domy-sprzedam-i-kupie/bielany/metro-dobrze-skomunikowane-ciche-2-pok-+od-zaraz/1008384083800911379840409,2020-11-13 15:50,0
Bielany 55m2. Chomiczówka.,495000,https://www.gumtree.pl/a-mieszkania-i-domy-sprzedam-i-kupie/bielany/bielany-55m2-chomiczowka/1008384083370912101150209,2020-11-13 15:50,0
1 pokojowe mieszkanie Bielany ul. Heroldów,299000,https://www.gumtree.pl/a-mieszkania-i-domy-sprzedam-i-kupie/bielany/1-pokojowe-mieszkanie-bielany-ul-heroldow/1008387488660911378860309,2020-11-14 14:14,0
10 min. Metro Wawrzyszew.,279000,https://www.gumtree.pl/a-mieszkania-i-domy-sprzedam-i-kupie/bielany/10-min-metro-wawrzyszew/1008387406160911379840409,2020-11-14 12:14,0
Mieszkanie Warszawa Bielany 65m2 (nr: 7609),500000,https://www.gumtree.pl/a-mieszkania-i-domy-sprzedam-i-kupie/bielany/mieszkanie-warszawa-bielany-65m2-nr-7609/1008385407760912101150309,2020-11-13 23:14,0
"Sprzedam mieszkanie Bielany, Słodowiec",370000,https://www.gumtree.pl/a-mieszkania-i-domy-sprzedam-i-kupie/bielany/sprzedam-mieszkanie-bielany-slodowiec/1008390202290911228407109,2020-11-15 10:30,0
Mieszkanie Warszawa Bielany 55m2 (nr: 495525),527900,https://www.gumtree.pl/a-mieszkania-i-domy-sprzedam-i-kupie/bielany/mieszkanie-warszawa-bielany-55m2-nr-495525/1008392416490912099690009,2020-11-15 19:07,0
Sprzedam mieszkanie Bielany (Słodowiec),390000,https://www.gumtree.pl/a-mieszkania-i-domy-sprzedam-i-kupie/bielany/sprzedam-mieszkanie-bielany-slodowiec/1008391256350911228407109,2020-11-15 15:07,0
Mieszkanie Warszawa Bielany ul. Sokratesa,455000,https://www.gumtree.pl/a-mieszkania-i-domy-sprzedam-i-kupie/bielany/mieszkanie-warszawa-bielany-ul-sokratesa/1008390871300912472010509,2020-11-15 13:07,0
Mieszkanie 94 m2 w Zegrzu nad Zalewem.,430000,https://www.gumtree.pl/a-mieszkania-i-domy-sprzedam-i-kupie/bielany/mieszkanie-94-m2-w-zegrzu-nad-zalewem/1008143204130912621203209,2020-11-14 22:28,0
2-pokojowe na Bielanach-DO NEGOCJACJI!,399000,https://www.gumtree.pl/a-mieszkania-i-domy-sprzedam-i-kupie/bielany/2+pokojowe-na-bielanach+do-negocjacji/1008396945640912407250109,2020-11-16 12:28,0
"Bezobsługowa inwestycja z roczną stopą zwrotu na poziomie 7,49 % !!!",180000,https://www.gumtree.pl/a-mieszkania-i-domy-sprzedam-i-kupie/bielany/bezobslugowa-inwestycja-z-roczna-stopa-zwrotu-na-poziomie-7-49/1008396615370910471008309,2020-11-16 12:28,0
Mieszkanie Warszawa Bielany 56.8m2 (nr: M-84880-11/E87),500000,https://www.gumtree.pl/a-mieszkania-i-domy-sprzedam-i-kupie/bielany/mieszkanie-warszawa-bielany-56-8m2-nr-m+84880+11-e87/1008393069820911447620009,2020-11-16 06:28,0
"Przestronne, 3- pokojowe, do remontu",444000,https://www.gumtree.pl/a-mieszkania-i-domy-sprzedam-i-kupie/bielany/przestronne-3+-pokojowe-do-remontu/1008402683640912407250109,2020-11-16 14:29,0
36mkw z balkonem BIELANY!,455000,https://www.gumtree.pl/a-mieszkania-i-domy-sprzedam-i-kupie/bielany/36mkw-z-balkonem-bielany/1008402698490912407250109,2020-11-16 14:29,0
"Nowoczesne, po generalnym remoncie, metro Wawrzyszew",500000,https://www.gumtree.pl/a-mieszkania-i-domy-sprzedam-i-kupie/bielany/nowoczesne-po-generalnym-remoncie-metro-wawrzyszew/1008400194190910843895609,2020-11-17 08:29,0
Bezpośrednio sprzedam mieszkanie przy Metrze Młociny,499000,https://www.gumtree.pl/a-mieszkania-i-domy-sprzedam-i-kupie/bielany/bezposrednio-sprzedam-mieszkanie-przy-metrze-mlociny/1007599301640910494415009,2020-11-17 07:29,0
"3 pokoje, Bielany ul Reymonta",540000,https://www.gumtree.pl/a-mieszkania-i-domy-sprzedam-i-kupie/bielany/3-pokoje-bielany-ul-reymonta/1008400409000911378860309,2020-11-17 02:29,0
3 pokoje z umeblowaniem w cenie,540000,https://www.gumtree.pl/a-mieszkania-i-domy-sprzedam-i-kupie/bielany/3-pokoje-z-umeblowaniem-w-cenie/1008400259480912407250109,2020-11-16 23:29,0
Mieszkanie Warszawa Bielany 55m2 (nr: 495619),527900,https://www.gumtree.pl/a-mieszkania-i-domy-sprzedam-i-kupie/bielany/mieszkanie-warszawa-bielany-55m2-nr-495619/1008400213690912099690009,2020-11-16 22:29,0
Mieszkanie z potencjałem| ul. Staffa| balkon,429000,https://www.gumtree.pl/a-mieszkania-i-domy-sprzedam-i-kupie/bielany/mieszkanie-z-potencjalem-ul-staffa-balkon/1008399231500912101150209,2020-11-16 19:29,0
Nowe M2 41m2 2 piętro duży balkon,538806,https://www.gumtree.pl/a-mieszkania-i-domy-sprzedam-i-kupie/bielany/nowe-m2-41m2-2-pietro-duzy-balkon/1008399123250911400400709,2020-11-16 18:29,0
Do generalnego remontu !,510000,https://www.gumtree.pl/a-mieszkania-i-domy-sprzedam-i-kupie/bielany/do-generalnego-remontu/1008397550950912407250109,2020-11-16 14:29,0
"3 pokoje, Bielany ul Przy Agorze",400000,https://www.gumtree.pl/a-mieszkania-i-domy-sprzedam-i-kupie/bielany/3-pokoje-bielany-ul-przy-agorze/1008407160140911378860309,2020-11-18 03:58,0
Mieszkanie Warszawa Bielany 55m2 (nr: 495698),527900,https://www.gumtree.pl/a-mieszkania-i-domy-sprzedam-i-kupie/bielany/mieszkanie-warszawa-bielany-55m2-nr-495698/1008406236280912099690009,2020-11-17 19:58,0
Na sprzedaż 60m2 poniżej ceny rynkowej | 0% PROWIZJI,500000,https://www.gumtree.pl/a-mieszkania-i-domy-sprzedam-i-kupie/bielany/na-sprzedaz-60m2-ponizej-ceny-rynkowej-0-prowizji/1008405748790910495893209,2020-11-17 17:58,0
Mieszkanie do wynajęcia na Bielanach,410000,https://www.gumtree.pl/a-mieszkania-i-domy-sprzedam-i-kupie/bielany/mieszkanie-do-wynajecia-na-bielanach/1008405648260910495893209,2020-11-17 16:58,0
2 pokojowe w pobliżu metra- Bielany,397000,https://www.gumtree.pl/a-mieszkania-i-domy-sprzedam-i-kupie/bielany/2-pokojowe-w-poblizu-metra+-bielany/1008408460650912395010109,2020-11-18 09:21,0
Mieszkanie Warszawa Bielany 54m2 (nr: M-94338-16),540000,https://www.gumtree.pl/a-mieszkania-i-domy-sprzedam-i-kupie/bielany/mieszkanie-warszawa-bielany-54m2-nr-m+94338+16/1008412476850911447620009,2020-11-18 17:49,0
Ciche 3 pokoje przy metrze!!!,459900,https://www.gumtree.pl/a-mieszkania-i-domy-sprzedam-i-kupie/bielany/ciche-3-pokoje-przy-metrze/1008417389050912407250109,2020-11-19 10:25,0
"Bielany. Przy metrze. 2 umeblowane pokoje wraz ze sprzętem RTV i AGD w cenie.Blisko las, AWF i UKSW ",368000,https://www.gumtree.pl/a-mieszkania-i-domy-sprzedam-i-kupie/bielany/bielany-przy-metrze-2-umeblowane-pokoje-wraz-ze-sprzetem-rtv-i-agd-w-cenie-blisko-las-awf-i-uksw/1008416778340910771905009,2020-11-19 12:25,0
"Mieszkanie na sprzedaż, Warszawa, Bielany, Szekspira",490000,https://www.gumtree.pl/a-mieszkania-i-domy-sprzedam-i-kupie/bielany/mieszkanie-na-sprzedaz-warszawa-bielany-szekspira/1007301992970912556691609,2020-11-19 09:25,0
2 pokojowe przy metrze.,479000,https://www.gumtree.pl/a-mieszkania-i-domy-sprzedam-i-kupie/bielany/2-pokojowe-przy-metrze/1008413678820912407250109,2020-11-19 05:25,0
"OSTATNIE 2POKOJE ŻOLIBORZ, REWITALIZOWANA KAMIENICA",449000,https://www.gumtree.pl/a-mieszkania-i-domy-sprzedam-i-kupie/bielany/ostatnie-2pokoje-zoliborz-rewitalizowana-kamienica/1008420050480912520720009,2020-11-19 23:43,0
Kopciuszek na Ochocie szuka saojego księcia,327000,https://www.gumtree.pl/a-mieszkania-i-domy-sprzedam-i-kupie/bielany/kopciuszek-na-ochocie-szuka-saojego-ksiecia/1008419885300912586760909,2020-11-19 22:43,0
Mieszkanie Warszawa Bielany 56m2 (nr: 87346/3645/OMS),505000,https://www.gumtree.pl/a-mieszkania-i-domy-sprzedam-i-kupie/bielany/mieszkanie-warszawa-bielany-56m2-nr-87346-3645-oms/1008418676470910535030709,2020-11-19 16:43,0
3 pokoje z panoramą okolicy!,495000,https://www.gumtree.pl/a-mieszkania-i-domy-sprzedam-i-kupie/bielany/3-pokoje-z-panorama-okolicy/1008418284660912407250109,2020-11-19 15:43,0
Trzy pokoje z balkonem przy metrze!,400000,https://www.gumtree.pl/a-mieszkania-i-domy-sprzedam-i-kupie/bielany/trzy-pokoje-z-balkonem-przy-metrze/1008418322120912407250109,2020-11-19 15:43,0
"Bielany. Przy metrze. 2 pokojowe. Umeblowane wraz ze sprzętem RTV i AGD. Blisko las, AWF, UKSW. ",367000,https://www.gumtree.pl/a-mieszkania-i-domy-sprzedam-i-kupie/bielany/bielany-przy-metrze-2-pokojowe-umeblowane-wraz-ze-sprzetem-rtv-i-agd-blisko-las-awf-uksw/1008428088370910771905009,2020-11-21 14:39,0
STARE BIELANY / Broniewskiego przy Starej Baśni 50 m,425000,https://www.gumtree.pl/a-mieszkania-i-domy-sprzedam-i-kupie/bielany/stare-bielany-broniewskiego-przy-starej-basni-50-m/1008427709890912101220009,2020-11-21 14:39,0
"Rozkładowe 56m2, 3 pokoje+kuchnia, Bielany",495000,https://www.gumtree.pl/a-mieszkania-i-domy-sprzedam-i-kupie/bielany/rozkladowe-56m2-3-pokoje%252Bkuchnia-bielany/1008425987620912113271609,2020-11-21 09:39,0
"Nowoczesne 2-pok. mieszkanie na Bielanach, Piaski",425000,https://www.gumtree.pl/a-mieszkania-i-domy-sprzedam-i-kupie/bielany/nowoczesne-2+pok-mieszkanie-na-bielanach-piaski/1008425780400911378581009,2020-11-21 06:39,0
Dwa niezależne pokoje przy metrze,389000,https://www.gumtree.pl/a-mieszkania-i-domy-sprzedam-i-kupie/bielany/dwa-niezalezne-pokoje-przy-metrze/1008425502110911355524009,2020-11-20 23:39,0
"Rozkładowe, 3-pokojowe mieszkanie na Bielanach",449000,https://www.gumtree.pl/a-mieszkania-i-domy-sprzedam-i-kupie/bielany/rozkladowe-3+pokojowe-mieszkanie-na-bielanach/1008425452460911355524009,2020-11-20 23:39,0
Bezpośrednio Kamienica 1 piętro / Metro Słodowiec ,495000,https://www.gumtree.pl/a-mieszkania-i-domy-sprzedam-i-kupie/bielany/bezposrednio-kamienica-1-pietro-metro-slodowiec/1008425171430911242777009,2020-11-20 21:39,0
"Przytulne mieszkanie, świetna lokalizacja, Bielany!",403000,https://www.gumtree.pl/a-mieszkania-i-domy-sprzedam-i-kupie/bielany/przytulne-mieszkanie-swietna-lokalizacja-bielany/1008429434470912722884109,2020-11-22 08:34,0
Wspaniale skomunikowane mieszkanie 3-pokojowe na warszawskich Bielanach!,520000,https://www.gumtree.pl/a-mieszkania-i-domy-sprzedam-i-kupie/bielany/wspaniale-skomunikowane-mieszkanie-3+pokojowe-na-warszawskich-bielanach/1008429747820912407250109,2020-11-22 05:34,0
Mieszkanie 3-pokojowe w okolicy parku,544000,https://www.gumtree.pl/a-mieszkania-i-domy-sprzedam-i-kupie/bielany/mieszkanie-3+pokojowe-w-okolicy-parku/1008429654990912407250109,2020-11-22 03:34,0
Mieszkanie Warszawa Bielany 56m2 (nr: HH-MS-384883556),500000,https://www.gumtree.pl/a-mieszkania-i-domy-sprzedam-i-kupie/bielany/mieszkanie-warszawa-bielany-56m2-nr-hh+ms+384883556/1008429654680911381140509,2020-11-22 03:34,0
Mieszkanie Warszawa Bielany 56.8m2 (nr: M-84880-11/E88),500000,https://www.gumtree.pl/a-mieszkania-i-domy-sprzedam-i-kupie/bielany/mieszkanie-warszawa-bielany-56-8m2-nr-m+84880+11-e88/1008433936350911447620009,2020-11-23 06:53,0
"M3 TOP LOKALIZACJA, METRO WAWRZYSZEW,WIDNA KUCHNIA",429000,https://www.gumtree.pl/a-mieszkania-i-domy-sprzedam-i-kupie/bielany/m3-top-lokalizacja-metro-wawrzyszew-widna-kuchnia/1008432696880911052204109,2020-11-22 17:53,0
Mieszkanie Warszawa Bielany 55m2 (nr: 496057),527900,https://www.gumtree.pl/a-mieszkania-i-domy-sprzedam-i-kupie/bielany/mieszkanie-warszawa-bielany-55m2-nr-496057/1008432163810912099690009,2020-11-22 17:53,0
"Mieszkanie 3 pokoje balkon Bielany ul. Wrzeciono - 56,8 mkw",495000,https://www.gumtree.pl/a-mieszkania-i-domy-sprzedam-i-kupie/bielany/mieszkanie-3-pokoje-balkon-bielany-ul-wrzeciono-+-56-8-mkw/1008437853770912105367809,2020-11-22 07:38,0
Mieszkanie 3 pokoje balkon Bielany ul. Wrzeciono - 47 mkw,485000,https://www.gumtree.pl/a-mieszkania-i-domy-sprzedam-i-kupie/bielany/mieszkanie-3-pokoje-balkon-bielany-ul-wrzeciono-+-47-mkw/1008437454960912105367809,2020-11-23 13:38,0
"Mieszkanie do remontu 3 pokoje z balkonem BIELANY ul. Kasprowicza - 48,1 mkw",478000,https://www.gumtree.pl/a-mieszkania-i-domy-sprzedam-i-kupie/bielany/mieszkanie-do-remontu-3-pokoje-z-balkonem-bielany-ul-kasprowicza-+-48-1-mkw/1008436007840912105367809,2020-11-23 10:38,0
"Bielany. Przy metrze. 2 pokojowe. Umeblowane wraz ze sprzętem RTV i AGD w cenie.Blisko las,AWF,UKSW ",367000,https://www.gumtree.pl/a-mieszkania-i-domy-sprzedam-i-kupie/bielany/bielany-przy-metrze-2-pokojowe-umeblowane-wraz-ze-sprzetem-rtv-i-agd-w-cenie-blisko-las-awf-uksw/1008435159300910771905009,2020-11-23 08:38,0
3 POK+KUCHNIA Z OKNEM+BALKON+PIWNICA | BIELANY,499000,https://www.gumtree.pl/a-mieszkania-i-domy-sprzedam-i-kupie/bielany/3-pok%252Bkuchnia-z-oknem%252Bbalkon%252Bpiwnica-bielany/1008445769680911379840409,2020-11-24 15:36,0
Na sprzedaż rozkładowe mieszkanie na Bielanach!,520000,https://www.gumtree.pl/a-mieszkania-i-domy-sprzedam-i-kupie/bielany/na-sprzedaz-rozkladowe-mieszkanie-na-bielanach/1008445846030911382950109,2020-11-24 15:36,0
"3-pok mieszk po remoncie, Bielany dobra komunikacja",469000,https://www.gumtree.pl/a-mieszkania-i-domy-sprzedam-i-kupie/bielany/3+pok-mieszk-po-remoncie-bielany-dobra-komunikacja/1008445512310912101150209,2020-11-24 14:36,0
